platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,num_attacked
zhihu,region,我觉得中国人的德行，哪里被黑都不奇怪,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",18,1
tieba,gender,打压男人让男人沦为舔狗更好为她们服务,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",18,1
zhihu,lgbt,我也在反驳楼主😅,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,race,同胞同胞，就是他在外面干了什么“好事”，你没干的承担后果。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",29,0
tieba,gender,这个吧里的臭亩钩聚一起能凑出个完整的月莫吗？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",22,1
tieba,gender,欧盟将向难民提供3年居留权，正好女人和小孩补充人口和劳动力,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",29,0
tieba,gender,互联网没记忆，我记一辈子呢。以后反正梗就天天玩着，诶谁提到我就提这个事情,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",36,0
tieba,lgbt,撑同的:你们不是口口声声讲“科学”吗?出来走两步?放着正常器官不用，非要狂搞人体有害细菌最多、最为肮脏的排泄器官?以至于基佬们都弄得年纪不大各种肛肠疾病缠身、身兜尿不湿这就是你们鼓吹的“科学”?“文明与科学”怎么会产生这样的结果？？？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",117,1
tieba,gender,这里面有一个悖论，如果童贞受欢迎为什么还是童贞，如果滥交男不受欢迎怎么滥交。女人口口声声说童贞更好实际上跟滥交男上床，这就是女人的说一套做一套。尽管表现女人说老实好，人品好，可实际上依然会去跟滥交男上床，因为滥交男按照进化心理学就是女人眼里的高质量男性。老实人只能接盘时想到你，嘴巴上说你好，约炮绝不找你。骂渣男坏实际上千里送b。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",165,1
zhihu,region,又压迫到你们了，爽！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
zhihu,race,对啊。如果你周围都是这样的女性，那你和那些黑人也差不到哪里去 。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",32,2
zhihu,region,哈哈，现在北方汉人才都有北胡血统吧，不知道衣冠南渡吗,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
zhihu,race,你说的很对。大部分找黑人的女人，其实分不清美国黑人，法国黑人，东非的还是西非的，总结起来，就是一无所知，完全不清楚这种文化差别会带来多少灾难，对于中国人，就要摸清楚脾气秉性，文化背景，对于外国人则毫不了解也行。这就是外国崇拜。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",113,2
zhihu,lgbt,生理恶心也是我自己无法控制的的啊😅,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
tieba,lgbt,图一是谁？好帅啊,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
tieba,gender,图1正常人都是这反应,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
zhihu,race,黑人的头上顶着三个大字：艾滋病其他乱搞的外国人也是垃圾渣滓，怎么了？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 1, 0]",34,2
tieba,gender,杀光女权，一个不留！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",10,1
tieba,lgbt,"澳大利亚研究人员发现智力与反同性恋的偏见之间存在很高的相关性。该研究由昆士兰大学社会科学研究所的FranciscoPerales领导，并发表在“Intelligence”杂志上，这项研究的样本规模为11,564名澳大利亚人，研究了认知能力与对同性伴侣持偏见态度之间的关系。研究人员通过三次认知测试来提出问题，并询问同性恋者是否应该享有平等的权利。Perales和他的团队发现，那些在三项认知测试（全国成人阅读测试，符号数字模式测试和反向数字跨度测试）中得分较低的人更有可能不同意“同性伴侣应该拥有像异性恋夫妇一样的权利“。尤其是在测试的言语能力部分，持偏见者的测试分数更差。研究即使在控制包括教育在内的社会和经济变量之后，其结果仍然成立。",0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",319,0
tieba,race,楼主的表情是可以的。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
zhihu,region,黑东北的往往想不到他这一黑 就是3个省再加上黑河南、新疆、潮汕好家伙 地域黑是不想祖国960万平方公里完整是吧😓有些人对湾湾都比东北热情😓,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",75,1
zhihu,lgbt,反正我也是认可同性恋的，但是总会有那么一些异性的瞧不起同性恋😠,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]",34,1
zhihu,race,你写的这是玄幻小说吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,gender,这男的恐怕是绿帽pi,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",10,1
zhihu,race,拼子宫还真的拼不过.看看现在一胎生育率,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",19,1
tieba,lgbt,反同要跟上潮流,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",7,1
zhihu,race,那你没看见的大部分不喜欢黑人的女人多着是，幼稚,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
zhihu,lgbt,你介绍爱国吗？你这叫碍国,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,lgbt,蛆佬智商都高感染hiv后更高,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 1, 0]",14,2
tieba,gender,所谓母亲和母体都是只有一种性别父亲可以多种性别,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
zhihu,region,江苏一些媒体专门报道负面新闻，比如江苏城市频道和江苏公共频道，先报道省内负面新闻，再报道外地的。我记得江苏新闻台曾经报道南京的理发店问题时就对开理发店安徽人苏北人搞歧视,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",84,1
zhihu,race,可就算他们被黑人甩了 传了ai滋，她们也一样看不起郭楠哟😆😆,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 1, 0]",36,3
zhihu,race,大多数就像答主说的不会明着正式割离，但以后就断绝往来避免见面了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",31,0
zhihu,region,东北人流出以年轻白领为主😅，可能去干这种活的少,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
tieba,gender,得了吧这两人都不太现实这样的情侣只会越来越多,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",22,0
tieba,lgbt,刚刚看到有个1很喜欢你你还单身吗,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",16,1
tieba,lgbt,鼠婆slay惹,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,race,决不能心存半分怜悯，即使它们仅存一只，也会不遗余力地毁坏生态。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",31,1
tieba,gender,往外run也一样，还是长点心比较现实,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
tieba,race,感觉黑人给ysl丢脸,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",10,1
tieba,gender,女拳现在泛滥了，敌我难分,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",12,1
tieba,lgbt,好像基督教徒没有童姓恋的,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",12,1
tieba,gender,回复楼里这个被我说破防的。为啥“有没有可能把人类分为男女属于封建余孽”是女拳？可以解释下吗？我觉得无C阶J应该是一个整体，而不是男人和女人，更不应该只争取某单一性别的权益就是女拳？那你这就被我说破防了，急的拉黑我。是不是跟大女权主义分子样虚伪的大男权主义分子？正因为我认为人类应该是个整体，所以我反女权，男权应该不会跟女权样认为人类应该分为男女吧？,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]",174,1
tieba,lgbt,我们遵循以前反钙吧的规定，不和贴吧或者微博乱骂人的人来往。以前弄的规定已经很好了，不要再乱改了。我们就自己搞自己的，不和那些男女厕所的人交流。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",71,1
tieba,gender,北欧三国是怎么积累财富的？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
tieba,gender,惯的，用电炮和飞脚跟女人沟通，你会发现她们变得很讲理,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",26,1
zhihu,race,随着科技的发展，男人的武力已经被削得越来越弱了。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
zhihu,lgbt,住在一起，一起上班一起溜圈，一起逛超市，一起做饭，打游戏，还不需要养孩子，不需要辅导功课，不用应付七大姑八大姨，日子不要太潇洒,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",63,0
tieba,lgbt,澳大利亚的一项新的研究显示，由同性伴侣抚养的孩子要比传统家庭抚养的孩子更加健康，有更好的社会福利。　　墨尔本大学的研究人员展开了一项被形容为是世界上最大的一次类似的调查。他们共调查了315对同性伴侣和500名儿童的健康状况和社会福利。　　主导这次调查的赛门·克鲁切(SimonCrouch)说，由同性伴侣抚养的孩子在健康状况和家庭亲密度方面比总人口平均高出6个百分点。　　他们调查的内容包括家庭相处的好坏程度。克鲁切博士说，看来同性伴侣的家庭以及他们的孩子相处得很好，这对孩子的健康起到积极的作用。　　澳大利亚统计局的最新数据表明，澳大利亚共有3.3万个同性伴侣家庭。　　基督工组织“澳大利亚家庭之声”(FamilyVoiceAustralia)的研究工作者罗斯林·菲利普(RoslynPhillips)说，应该谨慎对待这项研究。她还对主导这次调查的赛门·克鲁切的客观性提出质疑。　　但来自同性伴侣家庭的克鲁切说，他的个人现状并没有左右这次调查的结果。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",426,0
zhihu,race,首先要想一想，她们为什么要嫁外国人，很大的出发点我想，其实就是不想奋斗了，想要改变人生，甚至下一代的人生，不过被骗的太多了！这其实也是对美好生活的向往！与其嫁个一般的大陆人，可能真的不如嫁个一般的外国人！,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",102,2
zhihu,lgbt,普信男破防实录了，属于是🤭🤭,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",20,1
tieba,gender,什么刘奚贝,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
tieba,race,半年没来之前反默老哥都不在了，只看到wwewwecao刷屏，说他默吧他又好像钓鱼，说他钓鱼吧又好像媚默,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",51,1
tieba,race,物种伸缩范畴太大。自然竞争下终归离不开残酷的淘汰。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",25,0
tieba,race,要不要一起组队猎杀默和easygirl,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",19,2
zhihu,lgbt,可是我是在反驳楼主啊 他用这句话我也用了 虽然但是 随便吧 反正是半年前的事了 我都忘记了 也谢谢你回复我,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",53,0
tieba,race,黑蛆无孔不入。只等潳令。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",12,1
zhihu,race,😆😆😆大部分谈外国男朋友的都是找的那种在国外考不上好大学才来中国的渣渣，这种别说男人接受不了，我是女的我都接受不了，这智商以后生孩子直接拉低国民素质。你找个品学兼优的是ok的，b站阿福就是中国女婿，留在中国没回德国，一个标准肥宅，经过努力一年瘦了一百多斤😜这种阳光向上的外国人到哪个国家都会受欢迎，不论找哪里的对象，放第一位都是人品。我们要打击劣质外国人，难免要无差别打击正常人，切癌细胞难免带点正常细胞，我留言是希望你别和其他知友吵起来，现在是统一思想的时候。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",243,2
zhihu,region,一说我是江西的，然后他们说，你们那是不是有很多传销组织啊～,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",29,1
tieba,race,旁边那只猫头鹰更好看,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,race,跟我一起唱左炸🐔右🍉吃完一起摘棉💐,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",17,1
zhihu,race,关键是这些女的喜欢留学生也就罢了，能从一而终不负初心也是好的，但实际上大部分最后浪完回头找国内的，当初是自由快乐我的身体我做主，后面是严防死守拼命隐瞒感情史，防不胜防啊,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",84,1
tieba,gender,美国不是流行娶黄种人吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,lgbt,真是正义之锤,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,gender,拉入黑名单吧。避免给其他养家的司机造成不必要的麻烦,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",25,0
zhihu,race,绝对绿帽子，什么都不在乎，包括孩子是不是亲生的,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",23,1
zhihu,region,嗓门大？广东老太太谁都不虚，无论在哪里,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
zhihu,region,你别回复我了，不知道谁在张口就来????,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
tieba,gender,女性的名声是谁败坏的你心里没数？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",16,0
zhihu,region,赞同 但是你可能没吃社会 所以信息都来自网上搜索 但现实是步入社会就会感受更多🤣老一辈确实“夹生” 年轻人基本都还好 不能说排外 是心理上的优越感 就比如跟一个小区邻居遇到了 阿姨拉住你聊天 问这问那 最后讲了一堆自己怎么有钱 怎么过得好 感官就不太好🤣感觉被秀了一波 不知道是有意无意 所以后面再有阿姨拉着聊天随便应付两句走人🤣上学的时候来上海玩 第一次坐地铁问路得到个白眼🙄️🤣给我白眼的那个大概30多女的 🤣刚开始来上海工作 大部分人都很友好 个别同事比较奇葩 喜欢欺负外地人 30岁左右女的 没多久就自己辞职了🤣,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",284,1
tieba,gender,难道不是小孩贫血，好心人献血过多，改变了血型吗?,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
zhihu,region,怎么我看到的基本上没有说天津好的，但凡有一个人说也会被喷成是排外，自大，懒惰，喷天津是没有后劲，谁也比不上的垃圾城市,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",58,1
tieba,gender,女朋友是外卖员和代驾，供我上了大学和研究生，但是现在读完研究生，身边有很多样貌和条件更好的女生，我应该还钱跟她分手嘛?,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",59,0
zhihu,region,你应该可怜那些地域歧视的人 他们就是活在网络上的蛀虫,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",26,1
tieba,race,女人如果嫁到外国人小孩不能在中国读公立学校只能在外国人的私人学校读书,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 1, 1, 0, 0]",34,2
tieba,race,人才，好图,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
zhihu,lgbt,他们要求中国变成什么样？国家没有义务照顾所有人的意愿,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
zhihu,race,哈哈 我在乍得 这边小黑两瓶可乐就可以给你当一早上力工,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",27,1
zhihu,region,哈哈哈谁也别想跑,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
tieba,race,喜欢嘻哈文化所以走到一起，想想一个国家的强盛，是靠发展这些垃圾文化吗？唱唱跳跳只会毁掉一个民族，所以黑人那种文化根本不值一提,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",62,1
zhihu,region,不能这么片面，张作霖那么多儿子偏偏选了张学良，而且张学良能摆平那些当初和他爹一起打天下的老将领也是有一定手腕的。小日本杀了张作霖，张学良肯定也恨，但是能不抵抗肯定也是有考虑的，而且到底是他的决定还是蒋的命令还有待商榷，只是没想到小日本的野心那么大，如果他知道小日本的野心肯定会打的，就算为了他以后的声誉，他也会打。我们不能从结果看历史，当时的局势太复杂，苏联，日本，国民党都盯着东北。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",192,0
zhihu,race,支持，这是个人问题，难道不喜欢中国人的都应该排斥吗，一群啥紫,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",30,0
tieba,gender,然而实际上打架这事儿体格是最重要的一部分，就算是技巧再好也需要足够的肌肉量，一块打三慢不假，但是也别忘了一力降十会,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",57,0
tieba,gender,营口市中心医院，核酸检测的挂号处那个男的说话语气巨差无比，说的我想揍他，但是又没人捞我,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",43,1
tieba,gender,为什么会有想要保留dna的欲望，而不是想保留这个世界的愿望。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",30,0
tieba,gender,说透了还是男性没有那么离谱的共情能力，举个例子，男得给女朋友花几万买礼物被甩那就是“舔狗鸵鸟”或者是都在骂女得却没有安慰男性得，女得给男朋友花几万买礼物被甩那基本就是“啊姐妹不要伤心，是他配不上你”她们把一切发生在女性身上的事情无限扩大化，再用共情能力形成一条铁索，再将男性所要付出的内容无下限弱化（一谈彩礼就说有嫁妆，实际上有多少回得？还有房子是闭口不谈，光首付也得几十万），男性又很难形成铁索,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",198,1
tieba,gender,找20出头的小姑娘不香吗？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",13,1
tieba,race,死了就死了吧有毛关系,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,race,就该这么处理,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,lgbt,对啊我个人就抵制男同了咋滴啦,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",14,1
tieba,gender,理客中跟女拳是一回事所以一起超度掉就可以,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",20,1
zhihu,region,你描述的是江浙沪三姐妹强行代表所有南方地区挑事的日常,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",26,0
tieba,gender,别尬黑，这是拳师日常化的高级妆,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",15,1
zhihu,region,这个freya冯丽的言论属于反人类了，微博是不是没有管理人员啊😲,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",35,0
zhihu,region,经典，某某地全是鸡🤣这种人什么成分不用多说,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",25,1
tieba,gender,汉一点的电影或者影视作品，就会被打压，吴京拍战狼二的时候没有资本敢给他融资，当他取得票房第一之后，也没有人敢祝贺，这里面没有鬼，谁信啊，其实解决这个问题很简单，只要把所有东西都给下架就行，但国家什么都敢整治，就是不整治这个，有时候想整治一下，又被骂回来了，不得不承认，文化渗入这方面，美国做的很成功，中国的青少年基本上都对那些所谓的明星很崇拜，天天把自己打扮的阴柔的要死，不知道怎么办？再这么下去，我们的下一代怎么办？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",209,0
zhihu,region,复旦公寓了解一下,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
zhihu,region,忘了江西和山东,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,gender,看审判的一堆名字，好几个是男名?呵呵,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
zhihu,race,无论男女，找巧克力豆当对象的，男的绝交，女的有多远离多远，别跟我说什么平等，劳资就是种族歧视怎么了？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",50,1
zhihu,region,河南人的确骗过我啊,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
